date,symbol,open,high,low,close,volume
2020-10-12,MSFT,250.00,255.00,248.00,252.00,30000000
2020-10-12,FB,200.00,205.00,198.00,202.00,20000000
2020-10-12,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-10-12,SPY,400.00,405.00,398.00,402.00,70000000
2020-10-13,AAPL,150.00,155.00,149.00,152.00,50000000
2020-10-13,MSFT,250.00,255.00,248.00,252.00,30000000
2020-10-13,FB,200.00,205.00,198.00,202.00,20000000
2020-10-13,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-10-13,SPY,400.00,405.00,398.00,402.00,70000000
2020-10-14,AAPL,150.00,155.00,149.00,152.00,50000000
2020-10-14,MSFT,250.00,255.00,248.00,252.00,30000000
2020-10-14,FB,200.00,205.00,198.00,202.00,20000000
2020-10-14,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-10-14,SPY,400.00,405.00,398.00,402.00,70000000
2020-10-15,AAPL,150.00,155.00,149.00,152.00,50000000
2020-10-15,MSFT,250.00,255.00,248.00,252.00,30000000
2020-10-15,FB,200.00,205.00,198.00,202.00,20000000
2020-10-15,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-10-15,SPY,400.00,405.00,398.00,402.00,70000000
2020-10-16,AAPL,150.00,155.00,149.00,152.00,50000000
2020-10-16,MSFT,250.00,255.00,248.00,252.00,30000000
2020-10-16,FB,200.00,205.00,198.00,202.00,20000000
2020-10-16,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-10-16,SPY,400.00,405.00,398.00,402.00,70000000
2020-10-19,AAPL,150.00,155.00,149.00,152.00,50000000
2020-10-19,MSFT,250.00,255.00,248.00,252.00,30000000
2020-10-19,FB,200.00,205.00,198.00,202.00,20000000
2020-10-19,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-10-19,SPY,400.00,405.00,398.00,402.00,70000000
2020-10-20,AAPL,150.00,155.00,149.00,152.00,50000000
2020-10-20,MSFT,250.00,255.00,248.00,252.00,30000000
2020-10-20,FB,200.00,205.00,198.00,202.00,20000000
2020-10-20,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-10-20,SPY,400.00,405.00,398.00,402.00,70000000
2020-10-21,AAPL,150.00,155.00,149.00,152.00,50000000
2020-10-21,MSFT,250.00,255.00,248.00,252.00,30000000
2020-10-21,FB,200.00,205.00,198.00,202.00,20000000
2020-10-21,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-10-21,SPY,400.00,405.00,398.00,402.00,70000000
2020-10-22,AAPL,150.00,155.00,149.00,152.00,50000000
2020-10-22,MSFT,250.00,255.00,248.00,252.00,30000000
2020-10-22,FB,200.00,205.00,198.00,202.00,20000000
2020-10-22,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-10-22,SPY,400.00,405.00,398.00,402.00,70000000
2020-10-23,AAPL,150.00,155.00,149.00,152.00,50000000
2020-10-23,MSFT,250.00,255.00,248.00,252.00,30000000
2020-10-23,FB,200.00,205.00,198.00,202.00,20000000
2020-10-23,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-10-23,SPY,400.00,405.00,398.00,402.00,70000000
2020-10-26,AAPL,150.00,155.00,149.00,152.00,50000000
2020-10-26,MSFT,250.00,255.00,248.00,252.00,30000000
2020-10-26,FB,200.00,205.00,198.00,202.00,20000000
2020-10-26,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-10-26,SPY,400.00,405.00,398.00,402.00,70000000
2020-10-27,AAPL,150.00,155.00,149.00,152.00,50000000
2020-10-27,MSFT,250.00,255.00,248.00,252.00,30000000
2020-10-27,FB,200.00,205.00,198.00,202.00,20000000
2020-10-27,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-10-27,SPY,400.00,405.00,398.00,402.00,70000000
2020-10-28,AAPL,150.00,155.00,149.00,152.00,50000000
2020-10-28,MSFT,250.00,255.00,248.00,252.00,30000000
2020-10-28,FB,200.00,205.00,198.00,202.00,20000000
2020-10-28,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-10-28,SPY,400.00,405.00,398.00,402.00,70000000
2020-10-29,AAPL,150.00,155.00,149.00,152.00,50000000
2020-10-29,MSFT,250.00,255.00,248.00,252.00,30000000
2020-10-29,FB,200.00,205.00,198.00,202.00,20000000
2020-10-29,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-10-29,SPY,400.00,405.00,398.00,402.00,70000000
2020-10-30,AAPL,150.00,155.00,149.00,152.00,50000000
2020-10-30,MSFT,250.00,255.00,248.00,252.00,30000000
2020-10-30,FB,200.00,205.00,198.00,202.00,20000000
2020-10-30,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-10-30,SPY,400.00,405.00,398.00,402.00,70000000
2020-11-02,AAPL,150.00,155.00,149.00,152.00,50000000
2020-11-02,MSFT,250.00,255.00,248.00,252.00,30000000
2020-11-02,FB,200.00,205.00,198.00,202.00,20000000
2020-11-02,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-11-02,SPY,400.00,405.00,398.00,402.00,70000000
2020-11-03,AAPL,150.00,155.00,149.00,152.00,50000000
2020-11-03,MSFT,250.00,255.00,248.00,252.00,30000000
2020-11-03,FB,200.00,205.00,198.00,202.00,20000000
2020-11-03,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-11-03,SPY,400.00,405.00,398.00,402.00,70000000
2020-11-04,AAPL,150.00,155.00,149.00,152.00,50000000
2020-11-04,MSFT,250.00,255.00,248.00,252.00,30000000
2020-11-04,FB,200.00,205.00,198.00,202.00,20000000
2020-11-04,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-11-04,SPY,400.00,405.00,398.00,402.00,70000000
2020-11-05,AAPL,150.00,155.00,149.00,152.00,50000000
2020-11-05,MSFT,250.00,255.00,248.00,252.00,30000000
2020-11-05,FB,200.00,205.00,198.00,202.00,20000000
2020-11-05,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-11-05,SPY,400.00,405.00,398.00,402.00,70000000
2020-11-06,AAPL,150.00,155.00,149.00,152.00,50000000
2020-11-06,MSFT,250.00,255.00,248.00,252.00,30000000
2020-11-06,FB,200.00,205.00,198.00,202.00,20000000
2020-11-06,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-11-06,SPY,400.00,405.00,398.00,402.00,70000000
2020-11-09,AAPL,150.00,155.00,149.00,152.00,50000000
2020-11-09,MSFT,250.00,255.00,248.00,252.00,30000000
2020-11-09,FB,200.00,205.00,198.00,202.00,20000000
2020-11-09,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-11-09,SPY,400.00,405.00,398.00,402.00,70000000
2020-11-10,AAPL,150.00,155.00,149.00,152.00,50000000
2020-11-10,MSFT,250.00,255.00,248.00,252.00,30000000
2020-11-10,FB,200.00,205.00,198.00,202.00,20000000
2020-11-10,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-11-10,SPY,400.00,405.00,398.00,402.00,70000000
2020-11-11,AAPL,150.00,155.00,149.00,152.00,50000000
2020-11-11,MSFT,250.00,255.00,248.00,252.00,30000000
2020-11-11,FB,200.00,205.00,198.00,202.00,20000000
2020-11-11,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-11-11,SPY,400.00,405.00,398.00,402.00,70000000
2020-11-12,AAPL,150.00,155.00,149.00,152.00,50000000
2020-11-12,MSFT,250.00,255.00,248.00,252.00,30000000
2020-11-12,FB,200.00,205.00,198.00,202.00,20000000
2020-11-12,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-11-12,SPY,400.00,405.00,398.00,402.00,70000000
2020-11-13,AAPL,150.00,155.00,149.00,152.00,50000000
2020-11-13,MSFT,250.00,255.00,248.00,252.00,30000000
2020-11-13,FB,200.00,205.00,198.00,202.00,20000000
2020-11-13,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-11-13,SPY,400.00,405.00,398.00,402.00,70000000
2020-11-16,AAPL,150.00,155.00,149.00,152.00,50000000
2020-11-16,MSFT,250.00,255.00,248.00,252.00,30000000
2020-11-16,FB,200.00,205.00,198.00,202.00,20000000
2020-11-16,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-11-16,SPY,400.00,405.00,398.00,402.00,70000000
2020-11-17,AAPL,150.00,155.00,149.00,152.00,50000000
2020-11-17,MSFT,250.00,255.00,248.00,252.00,30000000
2020-11-17,FB,200.00,205.00,198.00,202.00,20000000
2020-11-17,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-11-17,SPY,400.00,405.00,398.00,402.00,70000000
2020-11-18,AAPL,150.00,155.00,149.00,152.00,50000000
2020-11-18,MSFT,250.00,255.00,248.00,252.00,30000000
2020-11-18,FB,200.00,205.00,198.00,202.00,20000000
2020-11-18,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-11-18,SPY,400.00,405.00,398.00,402.00,70000000
2020-11-19,AAPL,150.00,155.00,149.00,152.00,50000000
2020-11-19,MSFT,250.00,255.00,248.00,252.00,30000000
2020-11-19,FB,200.00,205.00,198.00,202.00,20000000
2020-11-19,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-11-19,SPY,400.00,405.00,398.00,402.00,70000000
2020-11-20,AAPL,150.00,155.00,149.00,152.00,50000000
2020-11-20,MSFT,250.00,255.00,248.00,252.00,30000000
2020-11-20,FB,200.00,205.00,198.00,202.00,20000000
2020-11-20,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-11-20,SPY,400.00,405.00,398.00,402.00,70000000
2020-11-23,AAPL,150.00,155.00,149.00,152.00,50000000
2020-11-23,MSFT,250.00,255.00,248.00,252.00,30000000
2020-11-23,FB,200.00,205.00,198.00,202.00,20000000
2020-11-23,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-11-23,SPY,400.00,405.00,398.00,402.00,70000000
2020-11-24,AAPL,150.00,155.00,149.00,152.00,50000000
2020-11-24,MSFT,250.00,255.00,248.00,252.00,30000000
2020-11-24,FB,200.00,205.00,198.00,202.00,20000000
2020-11-24,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-11-24,SPY,400.00,405.00,398.00,402.00,70000000
2020-11-25,AAPL,150.00,155.00,149.00,152.00,50000000
2020-11-25,MSFT,250.00,255.00,248.00,252.00,30000000
2020-11-25,FB,200.00,205.00,198.00,202.00,20000000
2020-11-25,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-11-25,SPY,400.00,405.00,398.00,402.00,70000000
2020-11-26,AAPL,150.00,155.00,149.00,152.00,50000000
2020-11-26,MSFT,250.00,255.00,248.00,252.00,30000000
2020-11-26,FB,200.00,205.00,198.00,202.00,20000000
2020-11-26,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-11-26,SPY,400.00,405.00,398.00,402.00,70000000
2020-11-27,AAPL,150.00,155.00,149.00,152.00,50000000
2020-11-27,MSFT,250.00,255.00,248.00,252.00,30000000
2020-11-27,FB,200.00,205.00,198.00,202.00,20000000
2020-11-27,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-11-27,SPY,400.00,405.00,398.00,402.00,70000000
2020-11-30,AAPL,150.00,155.00,149.00,152.00,50000000
2020-11-30,MSFT,250.00,255.00,248.00,252.00,30000000
2020-11-30,FB,200.00,205.00,198.00,202.00,20000000
2020-11-30,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-11-30,SPY,400.00,405.00,398.00,402.00,70000000
2020-12-01,AAPL,150.00,155.00,149.00,152.00,50000000
2020-12-01,MSFT,250.00,255.00,248.00,252.00,30000000
2020-12-01,FB,200.00,205.00,198.00,202.00,20000000
2020-12-01,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-12-01,SPY,400.00,405.00,398.00,402.00,70000000
2020-12-02,AAPL,150.00,155.00,149.00,152.00,50000000
2020-12-02,MSFT,250.00,255.00,248.00,252.00,30000000
2020-12-02,FB,200.00,205.00,198.00,202.00,20000000
2020-12-02,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-12-02,SPY,400.00,405.00,398.00,402.00,70000000
2020-12-03,AAPL,150.00,155.00,149.00,152.00,50000000
2020-12-03,MSFT,250.00,255.00,248.00,252.00,30000000
2020-12-03,FB,200.00,205.00,198.00,202.00,20000000
2020-12-03,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-12-03,SPY,400.00,405.00,398.00,402.00,70000000
2020-12-04,AAPL,150.00,155.00,149.00,152.00,50000000
2020-12-04,MSFT,250.00,255.00,248.00,252.00,30000000
2020-12-04,FB,200.00,205.00,198.00,202.00,20000000
2020-12-04,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-12-04,SPY,400.00,405.00,398.00,402.00,70000000
2020-12-07,AAPL,150.00,155.00,149.00,152.00,50000000
2020-12-07,MSFT,250.00,255.00,248.00,252.00,30000000
2020-12-07,FB,200.00,205.00,198.00,202.00,20000000
2020-12-07,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-12-07,SPY,400.00,405.00,398.00,402.00,70000000
2020-12-08,AAPL,150.00,155.00,149.00,152.00,50000000
2020-12-08,MSFT,250.00,255.00,248.00,252.00,30000000
2020-12-08,FB,200.00,205.00,198.00,202.00,20000000
2020-12-08,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-12-08,SPY,400.00,405.00,398.00,402.00,70000000
2020-12-09,AAPL,150.00,155.00,149.00,152.00,50000000
2020-12-09,MSFT,250.00,255.00,248.00,252.00,30000000
2020-12-09,FB,200.00,205.00,198.00,202.00,20000000
2020-12-09,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-12-09,SPY,400.00,405.00,398.00,402.00,70000000
2020-12-10,AAPL,150.00,155.00,149.00,152.00,50000000
2020-12-10,MSFT,250.00,255.00,248.00,252.00,30000000
2020-12-10,FB,200.00,205.00,198.00,202.00,20000000
2020-12-10,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-12-10,SPY,400.00,405.00,398.00,402.00,70000000
2020-12-11,AAPL,150.00,155.00,149.00,152.00,50000000
2020-12-11,MSFT,250.00,255.00,248.00,252.00,30000000
2020-12-11,FB,200.00,205.00,198.00,202.00,20000000
2020-12-11,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-12-11,SPY,400.00,405.00,398.00,402.00,70000000
2020-12-14,AAPL,150.00,155.00,149.00,152.00,50000000
2020-12-14,MSFT,250.00,255.00,248.00,252.00,30000000
2020-12-14,FB,200.00,205.00,198.00,202.00,20000000
2020-12-14,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-12-14,SPY,400.00,405.00,398.00,402.00,70000000
2020-12-15,AAPL,150.00,155.00,149.00,152.00,50000000
2020-12-15,MSFT,250.00,255.00,248.00,252.00,30000000
2020-12-15,FB,200.00,205.00,198.00,202.00,20000000
2020-12-15,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-12-15,SPY,400.00,405.00,398.00,402.00,70000000
2020-12-16,AAPL,150.00,155.00,149.00,152.00,50000000
2020-12-16,MSFT,250.00,255.00,248.00,252.00,30000000
2020-12-16,FB,200.00,205.00,198.00,202.00,20000000
2020-12-16,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-12-16,SPY,400.00,405.00,398.00,402.00,70000000
2020-12-17,AAPL,150.00,155.00,149.00,152.00,50000000
2020-12-17,MSFT,250.00,255.00,248.00,252.00,30000000
2020-12-17,FB,200.00,205.00,198.00,202.00,20000000
2020-12-17,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-12-17,SPY,400.00,405.00,398.00,402.00,70000000
2020-12-18,AAPL,150.00,155.00,149.00,152.00,50000000
2020-12-18,MSFT,250.00,255.00,248.00,252.00,30000000
2020-12-18,FB,200.00,205.00,198.00,202.00,20000000
2020-12-18,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-12-18,SPY,400.00,405.00,398.00,402.00,70000000
2020-12-21,AAPL,150.00,155.00,149.00,152.00,50000000
2020-12-21,MSFT,250.00,255.00,248.00,252.00,30000000
2020-12-21,FB,200.00,205.00,198.00,202.00,20000000
2020-12-21,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-12-21,SPY,400.00,405.00,398.00,402.00,70000000
2020-12-22,AAPL,150.00,155.00,149.00,152.00,50000000
2020-12-22,MSFT,250.00,255.00,248.00,252.00,30000000
2020-12-22,FB,200.00,205.00,198.00,202.00,20000000
2020-12-22,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-12-22,SPY,400.00,405.00,398.00,402.00,70000000
2020-12-23,AAPL,150.00,155.00,149.00,152.00,50000000
2020-12-23,MSFT,250.00,255.00,248.00,252.00,30000000
2020-12-23,FB,200.00,205.00,198.00,202.00,20000000
2020-12-23,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-12-23,SPY,400.00,405.00,398.00,402.00,70000000
2020-12-24,AAPL,150.00,155.00,149.00,152.00,50000000
2020-12-24,MSFT,250.00,255.00,248.00,252.00,30000000
2020-12-24,FB,200.00,205.00,198.00,202.00,20000000
2020-12-24,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-12-24,SPY,400.00,405.00,398.00,402.00,70000000
2020-12-25,AAPL,150.00,155.00,149.00,152.00,50000000
2020-12-25,MSFT,250.00,255.00,248.00,252.00,30000000
2020-12-25,FB,200.00,205.00,198.00,202.00,20000000
2020-12-25,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-12-25,SPY,400.00,405.00,398.00,402.00,70000000
2020-12-28,AAPL,150.00,155.00,149.00,152.00,50000000
2020-12-28,MSFT,250.00,255.00,248.00,252.00,30000000
2020-12-28,FB,200.00,205.00,198.00,202.00,20000000
2020-12-28,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-12-28,SPY,400.00,405.00,398.00,402.00,70000000
2020-12-29,AAPL,150.00,155.00,149.00,152.00,50000000
2020-12-29,MSFT,250.00,255.00,248.00,252.00,30000000
2020-12-29,FB,200.00,205.00,198.00,202.00,20000000
2020-12-29,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-12-29,SPY,400.00,405.00,398.00,402.00,70000000
2020-12-30,AAPL,150.00,155.00,149.00,152.00,50000000
2020-12-30,MSFT,250.00,255.00,248.00,252.00,30000000
2020-12-30,FB,200.00,205.00,198.00,202.00,20000000
2020-12-30,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-12-30,SPY,400.00,405.00,398.00,402.00,70000000
2020-12-31,AAPL,150.00,155.00,149.00,152.00,50000000
2020-12-31,MSFT,250.00,255.00,248.00,252.00,30000000
2020-12-31,FB,200.00,205.00,198.00,202.00,20000000
2020-12-31,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2020-12-31,SPY,400.00,405.00,398.00,402.00,70000000
2021-01-01,AAPL,150.00,155.00,149.00,152.00,50000000
2021-01-01,MSFT,250.00,255.00,248.00,252.00,30000000
2021-01-01,FB,200.00,205.00,198.00,202.00,20000000
2021-01-01,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2021-01-01,SPY,400.00,405.00,398.00,402.00,70000000
2021-01-04,AAPL,150.00,155.00,149.00,152.00,50000000
2021-01-04,MSFT,250.00,255.00,248.00,252.00,30000000
2021-01-04,FB,200.00,205.00,198.00,202.00,20000000
2021-01-04,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2021-01-04,SPY,400.00,405.00,398.00,402.00,70000000
2021-01-05,AAPL,150.00,155.00,149.00,152.00,50000000
2021-01-05,MSFT,250.00,255.00,248.00,252.00,30000000
2021-01-05,FB,200.00,205.00,198.00,202.00,20000000
2021-01-05,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2021-01-05,SPY,400.00,405.00,398.00,402.00,70000000
2021-01-06,AAPL,150.00,155.00,149.00,152.00,50000000
2021-01-06,MSFT,250.00,255.00,248.00,252.00,30000000
2021-01-06,FB,200.00,205.00,198.00,202.00,20000000
2021-01-06,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2021-01-06,SPY,400.00,405.00,398.00,402.00,70000000
2021-01-07,AAPL,150.00,155.00,149.00,152.00,50000000
2021-01-07,MSFT,250.00,255.00,248.00,252.00,30000000
2021-01-07,FB,200.00,205.00,198.00,202.00,20000000
2021-01-07,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2021-01-07,SPY,400.00,405.00,398.00,402.00,70000000
2021-01-08,AAPL,150.00,155.00,149.00,152.00,50000000
2021-01-08,MSFT,250.00,255.00,248.00,252.00,30000000
2021-01-08,FB,200.00,205.00,198.00,202.00,20000000
2021-01-08,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2021-01-08,SPY,400.00,405.00,398.00,402.00,70000000
2021-01-11,AAPL,150.00,155.00,149.00,152.00,50000000
2021-01-11,MSFT,250.00,255.00,248.00,252.00,30000000
2021-01-11,FB,200.00,205.00,198.00,202.00,20000000
2021-01-11,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2021-01-11,SPY,400.00,405.00,398.00,402.00,70000000
2021-01-12,AAPL,150.00,155.00,149.00,152.00,50000000
2021-01-12,MSFT,250.00,255.00,248.00,252.00,30000000
2021-01-12,FB,200.00,205.00,198.00,202.00,20000000
2021-01-12,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2021-01-12,SPY,400.00,405.00,398.00,402.00,70000000
2021-01-13,AAPL,150.00,155.00,149.00,152.00,50000000
2021-01-13,MSFT,250.00,255.00,248.00,252.00,30000000
2021-01-13,FB,200.00,205.00,198.00,202.00,20000000
2021-01-13,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2021-01-13,SPY,400.00,405.00,398.00,402.00,70000000
2021-01-14,AAPL,150.00,155.00,149.00,152.00,50000000
2021-01-14,MSFT,250.00,255.00,248.00,252.00,30000000
2021-01-14,FB,200.00,205.00,198.00,202.00,20000000
2021-01-14,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2021-01-14,SPY,400.00,405.00,398.00,402.00,70000000
2021-01-15,AAPL,150.00,155.00,149.00,152.00,50000000
2021-01-15,MSFT,250.00,255.00,248.00,252.00,30000000
2021-01-15,FB,200.00,205.00,198.00,202.00,20000000
2021-01-15,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2021-01-15,SPY,400.00,405.00,398.00,402.00,70000000
2021-01-18,AAPL,150.00,155.00,149.00,152.00,50000000
2021-01-18,MSFT,250.00,255.00,248.00,252.00,30000000
2021-01-18,FB,200.00,205.00,198.00,202.00,20000000
2021-01-18,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2021-01-18,SPY,400.00,405.00,398.00,402.00,70000000
2021-01-19,AAPL,150.00,155.00,149.00,152.00,50000000
2021-01-19,MSFT,250.00,255.00,248.00,252.00,30000000
2021-01-19,FB,200.00,205.00,198.00,202.00,20000000
2021-01-19,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2021-01-19,SPY,400.00,405.00,398.00,402.00,70000000
2021-01-20,AAPL,150.00,155.00,149.00,152.00,50000000
2021-01-20,MSFT,250.00,255.00,248.00,252.00,30000000
2021-01-20,FB,200.00,205.00,198.00,202.00,20000000
2021-01-20,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2021-01-20,SPY,400.00,405.00,398.00,402.00,70000000
2021-01-21,AAPL,150.00,155.00,149.00,152.00,50000000
2021-01-21,MSFT,250.00,255.00,248.00,252.00,30000000
2021-01-21,FB,200.00,205.00,198.00,202.00,20000000
2021-01-21,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2021-01-21,SPY,400.00,405.00,398.00,402.00,70000000
2021-01-22,AAPL,150.00,155.00,149.00,152.00,50000000
2021-01-22,MSFT,250.00,255.00,248.00,252.00,30000000
2021-01-22,FB,200.00,205.00,198.00,202.00,20000000
2021-01-22,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2021-01-22,SPY,400.00,405.00,398.00,402.00,70000000
2021-01-25,AAPL,150.00,155.00,149.00,152.00,50000000
2021-01-25,MSFT,250.00,255.00,248.00,252.00,30000000
2021-01-25,FB,200.00,205.00,198.00,202.00,20000000
2021-01-25,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2021-01-25,SPY,400.00,405.00,398.00,402.00,70000000
2021-01-26,AAPL,150.00,155.00,149.00,152.00,50000000
2021-01-26,MSFT,250.00,255.00,248.00,252.00,30000000
2021-01-26,FB,200.00,205.00,198.00,202.00,20000000
2021-01-26,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2021-01-26,SPY,400.00,405.00,398.00,402.00,70000000
2021-01-27,AAPL,150.00,155.00,149.00,152.00,50000000
2021-01-27,MSFT,250.00,255.00,248.00,252.00,30000000
2021-01-27,FB,200.00,205.00,198.00,202.00,20000000
2021-01-27,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2021-01-27,SPY,400.00,405.00,398.00,402.00,70000000
2021-01-28,AAPL,150.00,155.00,149.00,152.00,50000000
2021-01-28,MSFT,250.00,255.00,248.00,252.00,30000000
2021-01-28,FB,200.00,205.00,198.00,202.00,20000000
2021-01-28,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2021-01-28,SPY,400.00,405.00,398.00,402.00,70000000
2021-01-29,AAPL,150.00,155.00,149.00,152.00,50000000
2021-01-29,MSFT,250.00,255.00,248.00,252.00,30000000
2021-01-29,FB,200.00,205.00,198.00,202.00,20000000
2021-01-29,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2021-01-29,SPY,400.00,405.00,398.00,402.00,70000000
2021-02-01,AAPL,150.00,155.00,149.00,152.00,50000000
2021-02-01,MSFT,250.00,255.00,248.00,252.00,30000000
2021-02-01,FB,200.00,205.00,198.00,202.00,20000000
2021-02-01,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2021-02-01,SPY,400.00,405.00,398.00,402.00,70000000
2021-02-02,AAPL,150.00,155.00,149.00,152.00,50000000
2021-02-02,MSFT,250.00,255.00,248.00,252.00,30000000
2021-02-02,FB,200.00,205.00,198.00,202.00,20000000
2021-02-02,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2021-02-02,SPY,400.00,405.00,398.00,402.00,70000000
2021-02-03,AAPL,150.00,155.00,149.00,152.00,50000000
2021-02-03,MSFT,250.00,255.00,248.00,252.00,30000000
2021-02-03,FB,200.00,205.00,198.00,202.00,20000000
2021-02-03,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2021-02-03,SPY,400.00,405.00,398.00,402.00,70000000
2021-02-04,AAPL,150.00,155.00,149.00,152.00,50000000
2021-02-04,MSFT,250.00,255.00,248.00,252.00,30000000
2021-02-04,FB,200.00,205.00,198.00,202.00,20000000
2021-02-04,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2021-02-04,SPY,400.00,405.00,398.00,402.00,70000000
2021-02-05,AAPL,150.00,155.00,149.00,152.00,50000000
2021-02-05,MSFT,250.00,255.00,248.00,252.00,30000000
2021-02-05,FB,200.00,205.00,198.00,202.00,20000000
2021-02-05,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2021-02-05,SPY,400.00,405.00,398.00,402.00,70000000
2021-02-08,AAPL,150.00,155.00,149.00,152.00,50000000
2021-02-08,MSFT,250.00,255.00,248.00,252.00,30000000
2021-02-08,FB,200.00,205.00,198.00,202.00,20000000
2021-02-08,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2021-02-08,SPY,400.00,405.00,398.00,402.00,70000000
2021-02-09,AAPL,150.00,155.00,149.00,152.00,50000000
2021-02-09,MSFT,250.00,255.00,248.00,252.00,30000000
2021-02-09,FB,200.00,205.00,198.00,202.00,20000000
2021-02-09,DELIST_CORP,25.00,26.00,24.00,25.50,500000
2021-02-09,SPY,400.00,405.00,398.00,402.00,70000000
2021-02-10,AAPL,150.00,155.00,149.00,152.00,50000000
2021-02-10,MSFT,250.00,255.00,248.00,252.00,30000000
2021-02-10,FB,200.00,205.00,198.00,202.00,20000000
